date,player_id,player_name,book,over_price,under_price,fetched_at,p_model,got_hit,home_away,batter_hand,pitcher_hand,platoon_advantage,pitcher_features_known,edge_over,decimal_over,book_rank,pnl
2026-03-26,690993,Colt Keith,draftkings,-134,101,2026-04-24T20:47:15.820283+00:00,0.812184194723765,1,A,L,R,1,1,0.41829180272657474,1.7462686567164178,0,0.7462686567164178
2026-03-26,693307,Dillon Dingler,draftkings,-167,125,2026-04-24T20:47:15.820283+00:00,0.792191763718923,1,A,R,R,0,1,0.26655808929911634,1.5988023952095807,0,0.5988023952095807
2026-03-26,694208,Moisés Ballesteros,draftkings,-165,124,2026-04-24T20:47:15.820283+00:00,0.7421320676803589,0,H,L,R,1,1,0.1919090783957279,1.606060606060606,0,-1.0
2026-03-26,694212,Samuel Basallo,draftkings,-167,125,2026-04-24T20:47:15.820283+00:00,0.7582229177157084,1,H,L,R,1,1,0.21224861694667146,1.5988023952095807,0,0.5988023952095807
2026-03-26,694384,Nolan Schanuel,draftkings,-179,134,2026-04-24T20:47:15.820283+00:00,0.7371358076731364,1,A,L,R,1,1,0.1489435214570114,1.558659217877095,0,0.558659217877095
2026-03-26,696285,Jacob Young,draftkings,-125,-106,2026-04-24T20:47:15.820283+00:00,0.7879379789034525,1,A,R,L,1,1,0.41828836202621456,1.8,0,0.8
2026-03-26,700246,Carson Williams,draftkings,-153,115,2026-04-24T20:47:15.820283+00:00,0.722045878569285,1,A,R,L,1,1,0.19397128939888308,1.65359477124183,0,0.65359477124183
2026-03-26,700932,Kyle Manzardo,draftkings,-127,-104,2026-04-24T20:47:15.820283+00:00,0.7173276344935099,1,A,L,R,1,1,0.2821525435435177,1.7874015748031495,0,0.7874015748031495
2026-03-26,701807,Carson Benge,draftkings,102,-135,2026-04-24T20:47:15.820283+00:00,0.5817732810974121,1,H,L,R,1,1,0.1751820278167725,2.02,0,1.02
2026-03-26,702222,Justin Crawford,draftkings,-142,107,2026-04-24T20:47:15.820283+00:00,0.6796850164731344,1,H,L,R,1,1,0.15833643652463747,1.704225352112676,0,0.704225352112676
2026-03-26,800050,Chase DeLauter,draftkings,-141,106,2026-04-24T20:47:15.820283+00:00,0.8006875912348429,1,A,L,R,1,1,0.3685511311177102,1.7092198581560285,0,0.7092198581560285
2026-03-26,805808,Kevin McGonigle,draftkings,-161,121,2026-04-24T20:47:15.820283+00:00,0.8191815813382467,1,A,L,R,1,1,0.32799001695206453,1.62111801242236,0,0.6211180124223601
2026-03-27,571448,Nolan Arenado,draftkings,-168,126,2026-04-24T20:47:28.109749+00:00,0.6991662383079529,0,A,R,R,0,1,0.11533661825316294,1.5952380952380953,0,-1.0
2026-03-27,572233,Christian Walker,draftkings,-141,106,2026-04-24T20:47:28.109749+00:00,0.7024908860524496,0,H,R,L,1,1,0.20071137261447058,1.7092198581560285,0,-1.0
2026-03-27,595879,Javier Baez,draftkings,-138,104,2026-04-24T20:47:28.109749+00:00,0.737134575843811,0,A,R,R,0,1,0.2712900655857031,1.7246376811594204,0,-1.0
2026-03-27,606466,Ketel Marte,draftkings,-187,140,2026-04-24T20:47:28.109749+00:00,0.792191763718923,1,A,L,R,1,1,0.21582372292690322,1.53475935828877,0,0.53475935828877
2026-03-27,609280,Miguel Andujar,draftkings,-164,123,2026-04-24T20:47:28.109749+00:00,0.7113119959831238,1,H,R,L,1,1,0.14503882280210167,1.6097560975609757,0,0.6097560975609757
2026-03-27,624585,Jorge Soler,draftkings,-142,107,2026-04-24T20:47:28.109749+00:00,0.6925086776415507,0,A,R,R,0,1,0.1801908449947553,1.704225352112676,0,-1.0
2026-03-27,642201,Eli White,draftkings,-121,-110,2026-04-24T20:47:28.109749+00:00,0.5924976468086243,1,H,R,L,1,1,0.08216512350996663,1.8264462809917354,0,0.8264462809917354
2026-03-27,643289,Mauricio Dubon,draftkings,-158,118,2026-04-24T20:47:28.109749+00:00,0.6807753642400106,1,H,R,L,1,1,0.1116458479362199,1.6329113924050633,0,0.6329113924050633
2026-03-27,646240,Rafael Devers,draftkings,-186,139,2026-04-24T20:47:28.109749+00:00,0.7475692828496298,0,H,L,R,1,1,0.1494882521236242,1.5376344086021505,0,-1.0
2026-03-27,650402,Gleyber Torres,draftkings,-162,121,2026-04-24T20:47:28.109749+00:00,0.737134575843811,1,A,R,R,0,1,0.19215591895727463,1.617283950617284,0,0.617283950617284
2026-03-27,657656,Ramon Laureano,draftkings,-173,130,2026-04-24T20:47:28.109749+00:00,0.7667633493741354,1,H,R,L,1,1,0.20997915826091884,1.5780346820809248,0,0.5780346820809248
2026-03-27,660162,Yoan Moncada,draftkings,-153,115,2026-04-24T20:47:28.109749+00:00,0.7154145439465841,0,A,L,R,1,1,0.18300574914042994,1.65359477124183,0,-1.0
2026-03-27,660670,Ronald Acuna Jr.,draftkings,-179,134,2026-04-24T20:47:28.109749+00:00,0.7079945007960001,0,H,R,L,1,1,0.1035221548719778,1.558659217877095,0,-1.0
2026-03-27,660844,Leo Rivas,draftkings,134,-179,2026-04-24T20:47:28.109749+00:00,0.5537288983662924,1,H,L,R,1,1,0.29572562217712417,2.34,0,1.3399999999999999
2026-03-27,663586,Austin Riley,draftkings,-176,132,2026-04-24T20:47:28.109749+00:00,0.7046620647112528,1,H,R,L,1,1,0.10503823784264649,1.5681818181818183,0,0.5681818181818183
2026-03-27,669224,Austin Wells,draftkings,-136,102,2026-04-24T20:47:28.109749+00:00,0.6923646132151285,0,A,L,L,0,1,0.20145624057919365,1.7352941176470589,0,-1.0
2026-03-27,670042,Luke Raley,draftkings,-107,-124,2026-04-24T20:47:28.109749+00:00,0.7308852672576904,1,H,L,R,1,1,0.41395561048917684,1.9345794392523366,0,0.9345794392523366
2026-03-27,672275,Patrick Bailey,draftkings,-130,-102,2026-04-24T20:47:28.109749+00:00,0.6804609894752502,0,H,L,R,1,1,0.20389251984082735,1.7692307692307692,0,-1.0
2026-03-27,672724,Oswald Peraza,draftkings,-140,105,2026-04-24T20:47:28.109749+00:00,0.720197061697642,0,A,R,R,0,1,0.23462353433881478,1.7142857142857144,0,-1.0
2026-03-27,676609,Jose Caballero,draftkings,-135,101,2026-04-24T20:47:28.109749+00:00,0.6707585453987122,1,A,R,L,1,1,0.16761672717553594,1.7407407407407407,0,0.7407407407407407
2026-03-27,677950,Alek Thomas,draftkings,-122,-109,2026-04-24T20:47:28.109749+00:00,0.7258680661519369,1,A,L,R,1,1,0.3208418908666393,1.819672131147541,0,0.819672131147541
2026-03-27,681715,Heriberto Hernandez,draftkings,-181,135,2026-04-24T20:47:28.109749+00:00,0.7443216244379679,0,H,R,L,1,1,0.1555490412545248,1.5524861878453038,0,-1.0
2026-03-27,682985,Riley Greene,draftkings,-182,136,2026-04-24T20:47:28.109749+00:00,0.7211858431498209,1,A,L,R,1,1,0.11744180092444784,1.5494505494505495,0,0.5494505494505495
2026-03-27,691783,Jordan Lawlar,draftkings,-114,-116,2026-04-24T20:47:28.109749+00:00,0.7327983578046163,0,A,R,R,0,1,0.3756039348262096,1.8771929824561404,0,-1.0
2026-03-28,545361,Mike Trout,draftkings,-146,110,2026-04-24T20:47:38.921270+00:00,0.812184194723765,1,A,R,R,0,1,0.36847473905511086,1.6849315068493151,0,0.6849315068493151
2026-03-28,573262,Mike Yastrzemski,draftkings,-156,117,2026-04-24T20:47:38.921270+00:00,0.7000305652618408,1,H,L,R,1,1,0.14876810709635419,1.641025641025641,0,0.641025641025641
2026-03-28,641343,Jake Bauers,draftkings,-118,-112,2026-04-24T20:47:38.921270+00:00,0.723954975605011,1,H,L,R,1,1,0.33747614137196946,1.847457627118644,0,0.847457627118644
2026-03-28,643376,Danny Jansen,draftkings,-105,-126,2026-04-24T20:47:38.921270+00:00,0.6142519116401672,0,A,R,R,0,1,0.19925373224985032,1.9523809523809523,0,-1.0
2026-03-28,645277,Ozzie Albies,draftkings,-184,137,2026-04-24T20:47:38.921270+00:00,0.724799633026123,0,H,L,R,1,1,0.11871247706205945,1.5434782608695652,0,-1.0
2026-03-28,657757,Gavin Sheets,draftkings,-145,109,2026-04-24T20:47:38.921270+00:00,0.6790207425753275,0,H,L,R,1,1,0.14731090986865686,1.6896551724137931,0,-1.0
2026-03-28,664040,Brandon Lowe,draftkings,-134,101,2026-04-24T20:47:38.921270+00:00,0.7099010745684305,1,A,L,L,0,1,0.23967799588815486,1.7462686567164178,0,0.7462686567164178
2026-03-28,665052,Griffin Conine,draftkings,-166,125,2026-04-24T20:47:38.921270+00:00,0.8161085446675619,1,H,L,R,1,1,0.30774019808175584,1.6024096385542168,0,0.6024096385542168
2026-03-28,668804,Bryan Reynolds,draftkings,-178,133,2026-04-24T20:47:38.921270+00:00,0.7061431606610616,1,A,L,L,0,1,0.1028528014818828,1.5617977528089888,0,0.5617977528089888
2026-03-28,668904,Royce Lewis,draftkings,-160,120,2026-04-24T20:47:38.921270+00:00,0.6981478134791056,1,A,R,R,0,1,0.13449019690354658,1.625,0,0.625
2026-03-28,668939,Adley Rutschman,draftkings,-181,136,2026-04-24T20:47:38.921270+00:00,0.7718310157457987,0,H,L,R,1,1,0.19825699129596375,1.5524861878453038,0,-1.0
2026-03-28,669003,Garrett Mitchell,draftkings,-120,-111,2026-04-24T20:47:38.921270+00:00,0.7154145439465841,1,H,L,R,1,1,0.3115933305687375,1.8333333333333335,0,0.8333333333333335
2026-03-28,669127,Shea Langeliers,draftkings,-173,129,2026-04-24T20:47:38.921270+00:00,0.7706246773401896,1,A,R,R,0,1,0.2160724677102414,1.5780346820809248,0,0.5780346820809248
2026-03-28,669357,Nolan Gorman,draftkings,-111,-120,2026-04-24T20:47:38.921270+00:00,0.7601000666618347,1,H,L,R,1,1,0.44487490149231645,1.900900900900901,0,0.900900900900901
2026-03-28,669701,Josh Smith,draftkings,-134,101,2026-04-24T20:47:38.921270+00:00,0.7000609040260315,1,A,L,R,1,1,0.22249441449321916,1.7462686567164178,0,0.7462686567164178
2026-03-28,669707,Jared Triolo,draftkings,-165,124,2026-04-24T20:47:38.921270+00:00,0.7023576696713766,1,A,R,L,1,1,0.12802898462372603,1.606060606060606,0,0.606060606060606
2026-03-28,670623,Isaac Paredes,draftkings,-181,135,2026-04-24T20:47:38.921270+00:00,0.7179059386253357,1,H,R,L,1,1,0.1145390538879521,1.5524861878453038,0,0.5524861878453038
2026-03-28,672275,Patrick Bailey,draftkings,-139,105,2026-04-24T20:47:38.921270+00:00,0.6903384327888489,0,H,L,R,1,1,0.18698478731320056,1.7194244604316546,0,-1.0
2026-03-28,672724,Oswald Peraza,draftkings,-101,-132,2026-04-24T20:47:38.921270+00:00,0.7645080288251241,1,A,R,R,0,1,0.5214466712262371,1.99009900990099,0,0.9900990099009901
2026-03-28,677950,Alek Thomas,draftkings,-138,104,2026-04-24T20:47:38.921270+00:00,0.737134575843811,0,A,L,R,1,1,0.2712900655857031,1.7246376811594204,0,-1.0
2026-03-28,678662,Ezequiel Tovar,draftkings,-138,104,2026-04-24T20:47:38.921270+00:00,0.7154145439465841,1,A,R,R,0,1,0.23383088013976094,1.7246376811594204,0,0.7246376811594204
2026-03-28,678882,Ceddanne Rafaela,draftkings,-166,125,2026-04-24T20:47:38.921270+00:00,0.7503794034322103,1,A,R,R,0,1,0.20241518863233704,1.6024096385542168,0,0.6024096385542168
2026-03-28,680777,Ryan Jeffers,draftkings,-150,113,2026-04-24T20:47:38.921270+00:00,0.7308852672576904,0,A,R,R,0,1,0.2181421120961507,1.6666666666666665,0,-1.0
2026-03-28,681624,Andy Pages,draftkings,-197,147,2026-04-24T20:47:38.921270+00:00,0.7228571772575378,0,H,R,L,1,1,0.0897897545456281,1.5076142131979695,0,-1.0
2026-03-28,682829,Elly De La Cruz,draftkings,-180,135,2026-04-24T20:47:38.921270+00:00,0.7327983578046163,1,H,L,R,1,1,0.13990855658495877,1.5555555555555556,0,0.5555555555555556
2026-03-28,687363,Victor Scott II,draftkings,-111,-119,2026-04-24T20:47:38.921270+00:00,0.7455220619837443,0,H,L,R,1,1,0.4171635592663968,1.900900900900901,0,-1.0
2026-03-28,691785,Marcelo Mayer,draftkings,-158,119,2026-04-24T20:47:38.921270+00:00,0.734190026919047,1,A,L,R,1,1,0.19886725914629194,1.6329113924050633,0,0.6329113924050633
2026-03-28,694208,Moisés Ballesteros,draftkings,-177,132,2026-04-24T20:47:38.921270+00:00,0.7313976089159647,1,H,L,R,1,1,0.14461659700408042,1.5649717514124295,0,0.5649717514124295
2026-03-28,694212,Samuel Basallo,draftkings,-183,137,2026-04-24T20:47:38.921270+00:00,0.7066394289334615,0,H,L,R,1,1,0.09278119337797608,1.5464480874316942,0,-1.0
2026-03-28,694377,Nick Yorke,draftkings,-134,101,2026-04-24T20:47:38.921270+00:00,0.726447602113088,1,A,R,L,1,1,0.268572678316885,1.7462686567164178,0,0.7462686567164178
2026-03-28,701675,Nathan Church,draftkings,-120,-111,2026-04-24T20:47:38.921270+00:00,0.7615182399749756,0,H,L,R,1,1,0.3961167732874553,1.8333333333333335,0,-1.0
2026-03-28,802139,JJ Wetherholt,draftkings,-196,146,2026-04-24T20:47:38.921270+00:00,0.7860751152038574,1,H,L,R,1,1,0.18713384745072348,1.510204081632653,0,0.510204081632653
2026-03-29,457705,Andrew McCutchen,draftkings,-147,110,2026-04-24T20:47:54.322080+00:00,0.6840588450431824,1,A,R,L,1,1,0.1494049981337826,1.6802721088435373,0,0.6802721088435373
2026-03-29,543309,Kyle Higashioka,draftkings,-138,104,2026-04-24T20:47:54.322080+00:00,0.7409907579421997,1,A,R,L,1,1,0.2779405825379966,1.7246376811594204,0,0.7246376811594204
2026-03-29,553993,Eugenio Suarez,draftkings,-163,122,2026-04-24T20:47:54.322080+00:00,0.7313976089159647,1,H,R,L,1,1,0.1801077984349615,1.6134969325153374,0,0.6134969325153374
2026-03-29,573262,Mike Yastrzemski,draftkings,-167,126,2026-04-24T20:47:54.322080+00:00,0.7308852672576904,1,H,L,R,1,1,0.16854111591499005,1.5988023952095807,0,0.5988023952095807
2026-03-29,593871,Jorge Polanco,draftkings,-155,116,2026-04-24T20:47:54.322080+00:00,0.6925086776415507,0,H,L,R,1,1,0.1392884696683575,1.6451612903225805,0,-1.0
2026-03-29,596142,Gary Sanchez,draftkings,-187,140,2026-04-24T20:47:54.322080+00:00,0.8369767069816589,1,H,R,L,1,1,0.2845578337098188,1.53475935828877,0,0.53475935828877
2026-03-29,645277,Ozzie Albies,draftkings,-180,135,2026-04-24T20:47:54.322080+00:00,0.7099010745684305,1,H,L,R,1,1,0.10429056043978085,1.5555555555555556,0,0.5555555555555556
2026-03-29,660844,Leo Rivas,draftkings,108,-143,2026-04-24T20:47:54.322080+00:00,0.5309003988901774,1,H,L,R,1,1,0.10427282969156892,2.08,0,1.08
2026-03-29,663604,Brandon Lockridge,draftkings,-161,121,2026-04-24T20:47:54.322080+00:00,0.723954975605011,1,H,R,L,1,1,0.17361645113607366,1.62111801242236,0,0.6211180124223601
2026-03-29,663886,Tyler Stephenson,draftkings,-142,107,2026-04-24T20:47:54.322080+00:00,0.7250065008799235,0,H,R,L,1,1,0.23557445924606668,1.704225352112676,0,-1.0
2026-03-29,664728,Kyle Isbel,draftkings,-154,116,2026-04-24T20:47:54.322080+00:00,0.7451655467351278,1,A,L,R,1,1,0.22903927838131466,1.6493506493506493,0,0.6493506493506493
2026-03-29,665742,Juan Soto,draftkings,-186,139,2026-04-24T20:47:54.322080+00:00,0.743321438630422,1,H,L,R,1,1,0.14295662068978865,1.5376344086021505,0,0.5376344086021505
2026-03-29,665926,Andres Gimenez,draftkings,-171,128,2026-04-24T20:47:54.322080+00:00,0.8006875912348429,0,H,L,R,1,1,0.26892594868211944,1.5847953216374269,0,-1.0
2026-03-29,668715,Spencer Steer,draftkings,-154,116,2026-04-24T20:47:54.322080+00:00,0.7414083480834961,1,H,R,L,1,1,0.22284234034550654,1.6493506493506493,0,0.6493506493506493
2026-03-29,669394,Jake Burger,draftkings,-171,128,2026-04-24T20:47:54.322080+00:00,0.7264463702837626,1,A,R,L,1,1,0.15126880904619683,1.5847953216374269,0,0.5847953216374269
2026-03-29,670042,Luke Raley,draftkings,-138,104,2026-04-24T20:47:54.322080+00:00,0.8006875912348429,1,H,L,R,1,1,0.38089599068038127,1.7246376811594204,0,0.7246376811594204
2026-03-29,670242,Matt Wallner,draftkings,-140,105,2026-04-24T20:47:54.322080+00:00,0.7258680661519369,1,A,L,R,1,1,0.24434525626046322,1.7142857142857144,0,0.7142857142857144
2026-03-29,680779,Henry Davis,draftkings,-111,-119,2026-04-24T20:47:54.322080+00:00,0.6093204617500305,1,A,R,R,0,1,0.15825781467798594,1.900900900900901,0,0.900900900900901
2026-03-29,681715,Heriberto Hernandez,draftkings,-189,141,2026-04-24T20:47:54.322080+00:00,0.8100591500600179,0,H,R,L,1,1,0.2386618749594983,1.529100529100529,0,-1.0
2026-03-29,683146,Brett Baty,draftkings,-170,127,2026-04-24T20:47:54.322080+00:00,0.7308506965637207,1,H,L,R,1,1,0.1607628710129682,1.5882352941176472,0,0.5882352941176472
2026-03-29,686527,Dominic Canzone,draftkings,-173,130,2026-04-24T20:47:54.322080+00:00,0.7965738773345947,1,H,L,R,1,1,0.25702120527366684,1.5780346820809248,0,0.5780346820809248
2026-03-29,686668,Brenton Doyle,draftkings,-175,131,2026-04-24T20:47:54.322080+00:00,0.7055397033691406,0,A,R,R,0,1,0.10870524815150667,1.5714285714285714,0,-1.0
2026-03-29,686780,Pedro Pages,draftkings,-168,126,2026-04-24T20:47:54.322080+00:00,0.6926343441009521,1,H,R,L,1,1,0.10491669178009033,1.5952380952380953,0,0.5952380952380953
2026-03-29,687401,Joey Ortiz,draftkings,-187,140,2026-04-24T20:47:54.322080+00:00,0.7733153700828552,1,H,R,L,1,1,0.18685300114320563,1.53475935828877,0,0.53475935828877
2026-03-29,687637,Dylan Beavers,draftkings,-169,127,2026-04-24T20:47:54.322080+00:00,0.7330176631609598,1,H,L,R,1,1,0.1667559253863799,1.5917159763313609,0,0.5917159763313609
2026-03-29,691023,Jordan Walker,draftkings,-182,137,2026-04-24T20:47:54.322080+00:00,0.8036883672078451,1,H,R,L,1,1,0.24527538215721056,1.5494505494505495,0,0.5494505494505495
2026-03-29,691594,Javier Sanoja,draftkings,-177,133,2026-04-24T20:47:54.322080+00:00,0.8440097769101461,1,H,R,L,1,1,0.32085145878028515,1.5649717514124295,0,0.5649717514124295
2026-03-29,691781,Brady House,draftkings,-192,144,2026-04-24T20:47:54.322080+00:00,0.7864949703216553,1,A,R,L,1,1,0.19612776736418408,1.5208333333333335,0,0.5208333333333335
2026-03-29,693304,Nick Gonzales,draftkings,-162,122,2026-04-24T20:47:54.322080+00:00,0.7326887845993042,0,A,R,R,0,1,0.18496581212973884,1.617283950617284,0,-1.0
2026-03-29,694208,Moisés Ballesteros,draftkings,-172,129,2026-04-24T20:47:54.322080+00:00,0.7393911282221476,0,H,L,R,1,1,0.16926969114200086,1.5813953488372094,0,-1.0
2026-03-29,695506,Jac Caglianone,draftkings,-144,109,2026-04-24T20:47:54.322080+00:00,0.8006875912348429,0,A,L,R,1,1,0.35672064070348375,1.6944444444444444,0,-1.0
2026-03-29,695578,James Wood,draftkings,-189,142,2026-04-24T20:47:54.322080+00:00,0.7587028940518697,0,A,L,L,0,1,0.16013299672481668,1.529100529100529,0,-1.0
2026-03-29,696285,Jacob Young,draftkings,-130,-102,2026-04-24T20:47:54.322080+00:00,0.8161085446675619,1,A,R,L,1,1,0.44388434825799417,1.7692307692307692,0,0.7692307692307692
2026-03-29,701398,Sal Stewart,draftkings,-196,147,2026-04-24T20:47:54.322080+00:00,0.792191763718923,1,H,R,L,1,1,0.19637123500408776,1.510204081632653,0,0.510204081632653
2026-03-30,572233,Christian Walker,draftkings,-158,119,2026-04-24T20:48:06.490128+00:00,0.737134575843811,1,H,R,L,1,1,0.20367544663103326,1.6329113924050633,0,0.6329113924050633
2026-03-30,643289,Mauricio Dubon,draftkings,-181,136,2026-04-24T20:48:06.490128+00:00,0.7643538514773051,1,H,R,L,1,1,0.1866487970448769,1.5524861878453038,0,0.5524861878453038
2026-03-30,650489,Willi Castro,draftkings,-171,128,2026-04-24T20:48:06.490128+00:00,0.7387034098307291,1,A,L,R,1,1,0.17069370797735434,1.5847953216374269,0,0.5847953216374269
2026-03-30,660162,Yoan Moncada,draftkings,-152,115,2026-04-24T20:48:06.490128+00:00,0.7166518966356913,1,A,L,R,1,1,0.18813340758022506,1.6578947368421053,0,0.6578947368421053
2026-03-30,664728,Kyle Isbel,draftkings,-173,129,2026-04-24T20:48:06.490128+00:00,0.7099010745684305,1,H,L,R,1,1,0.12024851651550028,1.5780346820809248,0,0.5780346820809248
2026-03-30,665926,Andres Gimenez,draftkings,-186,139,2026-04-24T20:48:06.490128+00:00,0.7079945007960001,1,H,L,R,1,1,0.08863670552503244,1.5376344086021505,0,0.5376344086021505
2026-03-30,668227,Randy Arozarena,draftkings,-143,107,2026-04-24T20:48:06.490128+00:00,0.6784659226735433,1,H,R,L,1,1,0.15291761685084632,1.6993006993006992,0,0.6993006993006992
2026-03-30,669003,Garrett Mitchell,draftkings,-172,129,2026-04-24T20:48:06.490128+00:00,0.7393911282221476,0,H,L,R,1,1,0.16926969114200086,1.5813953488372094,0,-1.0
2026-03-30,669477,Casey Schmitt,draftkings,-156,117,2026-04-24T20:48:06.490128+00:00,0.6875846982002258,1,A,R,R,0,1,0.12834412012344754,1.641025641025641,0,0.641025641025641
2026-03-30,669701,Josh Smith,draftkings,-167,126,2026-04-24T20:48:06.490128+00:00,0.7066882451375326,1,A,L,R,1,1,0.1298548589923425,1.5988023952095807,0,0.5988023952095807
