k,n_picks,hit_rate,mean_predicted,log_loss,calibration_gap
10,1303,0.7689946277820414,0.760585486477188,0.5343182346807809,0.008409141304853374
20,2459,0.7437982919886132,0.7464404133692236,0.5630895286858701,-0.002642121380610374
