date,game_pk,player_id,player_name_x,team,opponent,home_away,lineup_spot,lineup_confirmed,start_rate,exp_pa,batter_hand,pitcher_hand,platoon_advantage,platoon_or_away,pitcher_features_known,pitcher_low_sample,p_model,hot_streak,hot_streak_avg,recommended_units,opp_grind,opp_consec_games,fair_american,player_name_y,book,over_price,under_price,fetched_at,edge,filter_e_pass,first_pitch_et,outcome,hits_actual,pnl,pnl_weighted
2026-05-01,822744,696285,Jacob Young,WSH,MIL,H,9,True,,3.75,R,R,0,0,1,0,0.6638297872340425,0,0.1904761904761904,1.0,0,4,-197,Jacob Young,draftkings,-129,-103,2026-05-01T22:36:24.800542+00:00,0.1784265215239979,True,6:45 PM ET,hit,1,0.7751937984496124,0.7751937984496124
2026-05-01,822744,678391,Jorbit Vivas,WSH,MIL,H,7,True,,3.95,L,R,1,1,1,0,0.6024844720496895,0,0.25,1.0,0,4,-152,Jorbit Vivas,draftkings,-110,-121,2026-05-01T22:36:24.800542+00:00,0.150197628458498,True,6:45 PM ET,miss,0,-1.0,-1.0
2026-05-01,822744,641343,Jake Bauers,MIL,WSH,A,4,True,,4.3,L,R,1,1,1,0,0.8075040783034257,1,0.3333333333333333,2.0,0,4,-419,Jake Bauers,draftkings,-238,176,2026-05-01T22:36:24.800542+00:00,0.1467915061620079,True,6:45 PM ET,miss,0,-1.0,-2.0
2026-05-01,823389,687462,Spencer Horwitz,PIT,CIN,H,7,True,,3.95,L,R,1,1,1,0,0.6702508960573477,0,0.2105263157894736,1.0,0,4,-203,Spencer Horwitz,draftkings,-141,106,2026-05-01T22:36:24.800542+00:00,0.1456061414880907,True,6:45 PM ET,miss,0,-1.0,-1.0
2026-05-01,823389,663647,Ke'Bryan Hayes,CIN,PIT,A,9,True,,3.8,R,R,0,1,1,0,0.6666666666666666,0,0.2857142857142857,1.0,1,11,-200,Ke'Bryan Hayes,draftkings,-140,106,2026-05-01T22:36:24.800542+00:00,0.1428571428571428,True,6:45 PM ET,miss,0,-1.0,-1.0
2026-05-01,822744,671277,Luis García Jr.,WSH,MIL,H,2,True,,4.45,L,R,1,1,1,0,0.7422680412371134,0,0.25,1.0,0,4,-288,Luis Garcia Jr.,draftkings,-189,141,2026-05-01T22:36:24.800542+00:00,0.1350024545900834,True,6:45 PM ET,miss,0,-1.0,-1.0
2026-05-01,823389,663886,Tyler Stephenson,CIN,PIT,A,8,True,,3.9,R,R,0,1,1,0,0.6679160419790104,0,0.25,1.0,1,11,-201,Tyler Stephenson,draftkings,-145,109,2026-05-01T22:36:24.800542+00:00,0.1285477950679832,True,6:45 PM ET,miss,0,-1.0,-1.0
2026-05-01,823557,621493,Taylor Ward,BAL,NYY,A,2,True,,4.5,R,R,0,1,1,0,0.8075040783034257,1,0.4375,2.0,0,1,-419,Taylor Ward,draftkings,-167,126,2026-05-01T22:36:24.800542+00:00,0.2910394545330219,True,7:05 PM ET,miss,0,-1.0,-2.0
2026-05-01,823557,624413,Pete Alonso,BAL,NYY,A,4,True,,4.3,R,R,0,1,1,0,0.8075040783034257,0,0.1363636363636363,1.0,0,1,-419,Pete Alonso,draftkings,-182,137,2026-05-01T22:36:24.800542+00:00,0.2511876378108025,True,7:05 PM ET,hit,1,0.5494505494505495,0.5494505494505495
2026-05-01,823557,502671,Paul Goldschmidt,NYY,BAL,H,1,True,,4.55,R,L,1,1,1,0,0.8075040783034257,0,0.1666666666666666,1.0,0,2,-419,Paul Goldschmidt,draftkings,-188,140,2026-05-01T22:36:24.800542+00:00,0.2370275242095032,True,7:05 PM ET,miss,0,-1.0,-1.0
2026-05-01,823557,677942,Blaze Alexander,BAL,NYY,A,9,True,,3.8,R,R,0,1,1,0,0.6679160419790104,0,0.0666666666666666,1.0,0,1,-201,Blaze Alexander,draftkings,-118,-112,2026-05-01T22:36:24.800542+00:00,0.2339465860290193,True,7:05 PM ET,hit,1,0.847457627118644,0.847457627118644
2026-05-01,823557,663757,Trent Grisham,NYY,BAL,H,9,True,,3.75,L,L,0,0,1,0,0.6679160419790104,0,0.0952380952380952,1.0,0,2,-201,Trent Grisham,draftkings,-123,-108,2026-05-01T22:36:24.800542+00:00,0.2109372143196692,True,7:05 PM ET,hit,1,0.8130081300813008,0.8130081300813008
2026-05-01,823557,683002,Gunnar Henderson,BAL,NYY,A,1,True,,4.6,L,R,1,1,1,0,0.8075040783034257,1,0.32,2.0,0,1,-419,Gunnar Henderson,draftkings,-224,166,2026-05-01T22:36:24.800542+00:00,0.1679969704031694,True,7:05 PM ET,miss,0,-1.0,-2.0
2026-05-01,823557,668939,Adley Rutschman,BAL,NYY,A,3,True,,4.4,L,R,1,1,1,0,0.7560975609756098,1,0.44,2.0,0,1,-310,Adley Rutschman,draftkings,-184,138,2026-05-01T22:36:24.800542+00:00,0.1670201484623542,True,7:05 PM ET,miss,0,-1.0,-2.0
2026-05-01,823557,676609,José Caballero,NYY,BAL,H,7,True,,3.95,R,L,1,1,1,0,0.6679160419790104,1,0.3333333333333333,2.0,0,2,-201,Jose Caballero,draftkings,-135,101,2026-05-01T22:36:24.800542+00:00,0.1626686656671663,True,7:05 PM ET,hit,1,0.7407407407407407,1.4814814814814814
2026-05-01,823557,642708,Amed Rosario,NYY,BAL,H,5,True,,4.15,R,L,1,1,1,0,0.7564456539246434,0,0.3,1.0,0,2,-311,Amed Rosario,draftkings,-188,141,2026-05-01T22:36:24.800542+00:00,0.1588103634590281,True,7:05 PM ET,hit,1,0.5319148936170213,0.5319148936170213
2026-05-01,823557,687637,Dylan Beavers,BAL,NYY,A,6,True,,4.1,L,R,1,1,1,0,0.6702508960573477,0,0.2727272727272727,1.0,0,1,-203,Dylan Beavers,draftkings,-145,109,2026-05-01T22:36:24.800542+00:00,0.1324928933382771,True,7:05 PM ET,miss,0,-1.0,-1.0
2026-05-01,823877,656941,Kyle Schwarber,PHI,MIA,A,1,True,,4.6,L,R,1,1,1,0,0.7565938206480783,1,0.35,2.0,0,1,-311,Kyle Schwarber,draftkings,-148,111,2026-05-01T22:36:24.800542+00:00,0.2678058616265096,True,7:10 PM ET,miss,0,-1.0,-2.0
2026-05-01,824772,701350,Roman Anthony,BOS,HOU,H,3,True,,4.35,L,R,1,1,1,0,0.825,0,0.1428571428571428,1.0,0,2,-471,Roman Anthony,draftkings,-197,147,2026-05-01T22:36:24.800542+00:00,0.2437817258883247,True,7:10 PM ET,hit,3,0.5076142131979695,0.5076142131979695
2026-05-01,822990,656305,Matt Chapman,SF,TB,A,2,True,,4.5,R,L,1,1,1,0,0.7565938206480783,0,0.2,1.0,0,1,-311,Matt Chapman,draftkings,-165,124,2026-05-01T22:36:24.800542+00:00,0.2151355301317621,True,7:10 PM ET,miss,0,-1.0,-1.0
2026-05-01,822990,666464,Jerar Encarnacion,SF,TB,A,8,True,,3.9,R,L,1,1,1,0,0.6679160419790104,0,0.125,1.0,0,1,-201,Jerar Encarnación,draftkings,-124,-107,2026-05-01T22:36:24.800542+00:00,0.206558011316922,True,7:10 PM ET,miss,0,-1.0,-1.0
2026-05-01,823877,669016,Brandon Marsh,PHI,MIA,A,4,True,,4.3,L,R,1,1,1,0,0.7565938206480783,1,0.3157894736842105,2.0,0,1,-311,Brandon Marsh,draftkings,-175,131,2026-05-01T22:36:24.800542+00:00,0.1889331467326945,True,7:10 PM ET,hit,1,0.5714285714285714,1.1428571428571428
2026-05-01,822990,671218,Heliot Ramos,SF,TB,A,1,True,,4.6,R,L,1,1,1,0,0.8075040783034257,1,0.3478260869565217,2.0,0,1,-419,Heliot Ramos,draftkings,-215,160,2026-05-01T22:36:24.800542+00:00,0.1830873705375772,True,7:10 PM ET,miss,0,-1.0,-2.0
2026-05-01,822990,668723,Ryan Vilade,TB,SF,H,3,True,,4.35,R,L,1,1,1,0,0.6679160419790104,1,0.5,2.0,0,2,-201,Ryan Vilade,draftkings,-134,101,2026-05-01T22:36:24.800542+00:00,0.1663608494260331,True,7:10 PM ET,miss,0,-1.0,-2.0
2026-05-01,822990,641584,Jake Fraley,TB,SF,H,7,True,,3.95,L,L,0,0,1,0,0.6679160419790104,1,0.3125,2.0,0,2,-201,Jake Fraley,draftkings,-136,102,2026-05-01T22:36:24.800542+00:00,0.1590307787282828,True,7:10 PM ET,miss,0,-1.0,-2.0
2026-05-01,823877,547180,Bryce Harper,PHI,MIA,A,2,True,,4.5,L,R,1,1,1,0,0.8075040783034257,0,0.2727272727272727,1.0,0,1,-419,Bryce Harper,draftkings,-235,174,2026-05-01T22:36:24.800542+00:00,0.1511228350282877,True,7:10 PM ET,hit,1,0.425531914893617,0.425531914893617
2026-05-01,822990,642715,Willy Adames,SF,TB,A,6,True,,4.1,R,L,1,1,1,0,0.6679160419790104,0,0.04,1.0,0,1,-201,Willy Adames,draftkings,-139,105,2026-05-01T22:36:24.800542+00:00,0.1484311800934064,True,7:10 PM ET,hit,1,0.7194244604316546,0.7194244604316546
2026-05-01,823877,681082,Bryson Stott,PHI,MIA,A,6,True,,4.1,L,R,1,1,1,0,0.6875,0,0.2,1.0,0,1,-220,Bryson Stott,draftkings,-153,115,2026-05-01T22:36:24.800542+00:00,0.1368464052287581,True,7:10 PM ET,hit,1,0.6535947712418301,0.6535947712418301
2026-05-01,822990,670764,Taylor Walls,TB,SF,H,9,True,,3.75,L,L,0,0,1,0,0.5618374558303887,0,0.1428571428571428,1.0,0,2,-128,Taylor Walls,draftkings,102,-136,2026-05-01T22:36:24.800542+00:00,0.1349116607773851,True,7:10 PM ET,hit,2,1.02,1.02
2026-05-01,822990,669477,Casey Schmitt,SF,TB,A,4,True,,4.3,R,L,1,1,1,0,0.7475728155339806,1,0.3636363636363636,2.0,0,1,-296,Casey Schmitt,draftkings,-196,146,2026-05-01T22:36:24.800542+00:00,0.1289875173370319,True,7:10 PM ET,hit,1,0.5102040816326531,1.0204081632653061
