date,game_pk,player_id,player_name_x,team,opponent,home_away,lineup_spot,lineup_confirmed,start_rate,exp_pa,batter_hand,pitcher_hand,platoon_advantage,platoon_or_away,pitcher_features_known,pitcher_low_sample,p_model,hot_streak,hot_streak_avg,recommended_units,opp_grind,opp_consec_games,fair_american,player_name_y,book,over_price,under_price,fetched_at,edge,filter_e_pass,first_pitch_et
2026-04-30,823472,702222,Justin Crawford,PHI,SF,H,8,True,,3.85,L,R,1,1,1,0,0.6679160419790104,0,0.16666666666666666,1.0,0,1,-201,Justin Crawford,draftkings,-145,109,2026-04-30T15:25:12.465094+00:00,0.1285477950679832,True,12:35 PM ET
2026-04-30,823391,669357,Nolan Gorman,STL,PIT,A,5,True,,4.2,L,R,1,1,1,0,0.5618374558303887,0,0.23809523809523808,1.0,0,10,-128,Nolan Gorman,draftkings,-101,-132,2026-04-30T15:25:12.465094+00:00,0.11811216457334783,True,12:35 PM ET
2026-04-30,824524,666181,Will Benson,CIN,COL,H,9,True,,3.75,L,R,1,1,1,0,0.7663551401869159,0,0.16666666666666666,1.0,0,3,-328,Will Benson,draftkings,-142,107,2026-04-30T15:25:12.465094+00:00,0.3060418586284058,True,12:40 PM ET
2026-04-30,824524,663993,Nathaniel Lowe,CIN,COL,H,5,True,,4.15,L,R,1,1,1,0,0.9,1,0.30434782608695654,2.0,0,3,-900,Nathaniel Lowe,draftkings,-226,168,2026-04-30T15:25:12.465094+00:00,0.29823008849557525,True,12:40 PM ET
2026-04-30,824524,671289,Tyler Freeman,COL,CIN,A,4,True,,4.3,R,L,1,1,1,0,0.9,0,0.22727272727272727,1.0,0,3,-900,Tyler Freeman,draftkings,-237,175,2026-04-30T15:25:12.465094+00:00,0.279746835443038,True,12:40 PM ET
2026-04-30,824524,686668,Brenton Doyle,COL,CIN,A,2,True,,4.5,R,L,1,1,1,0,0.825,0,0.23529411764705882,1.0,0,3,-471,Brenton Doyle,draftkings,-194,145,2026-04-30T15:25:12.465094+00:00,0.2502577319587628,True,12:40 PM ET
2026-04-30,824524,681198,TJ Rumfield,COL,CIN,A,6,True,,4.1,L,L,0,1,1,0,0.8075040783034257,1,0.30434782608695654,2.0,0,3,-419,TJ Rumfield,draftkings,-188,140,2026-04-30T15:25:12.465094+00:00,0.23702752420950324,True,12:40 PM ET
2026-04-30,824524,678662,Ezequiel Tovar,COL,CIN,A,8,True,,3.9,R,L,1,1,1,0,0.7565938206480783,0,0.12,1.0,0,3,-311,Ezequiel Tovar,draftkings,-162,122,2026-04-30T15:25:12.465094+00:00,0.22362704327034888,True,12:40 PM ET
2026-04-30,824524,691720,Kyle Karros,COL,CIN,A,7,True,,4.0,R,L,1,1,1,0,0.7663551401869159,0,0.13636363636363635,1.0,0,3,-328,Kyle Karros,draftkings,-169,127,2026-04-30T15:25:12.465094+00:00,0.21981972017917378,True,12:40 PM ET
2026-04-30,824524,687597,Jordan Beck,COL,CIN,A,1,True,,4.6,R,L,1,1,1,0,0.8075040783034257,0,0.07142857142857142,1.0,0,3,-419,Jordan Beck,draftkings,-196,146,2026-04-30T15:25:12.465094+00:00,0.21949595498884705,True,12:40 PM ET
2026-04-30,824524,650489,Willi Castro,COL,CIN,A,5,True,,4.2,L,L,0,1,1,0,0.7565938206480783,1,0.4117647058823529,2.0,0,3,-311,Willi Castro,draftkings,-174,130,2026-04-30T15:25:12.465094+00:00,0.19141785550329576,True,12:40 PM ET
2026-04-30,824524,696100,Hunter Goodman,COL,CIN,A,3,True,,4.4,R,L,1,1,1,0,0.8075040783034257,1,0.36,2.0,0,3,-419,Hunter Goodman,draftkings,-236,175,2026-04-30T15:25:12.465094+00:00,0.14966682334725018,True,12:40 PM ET
2026-04-30,824524,663886,Tyler Stephenson,CIN,COL,H,6,True,,4.05,R,R,0,0,1,0,0.7565938206480783,0,0.1875,1.0,0,3,-311,Tyler Stephenson,draftkings,-200,149,2026-04-30T15:25:12.465094+00:00,0.1348907309721175,True,12:40 PM ET
2026-04-30,824524,680574,Matt McLain,CIN,COL,H,2,True,,4.45,R,R,0,0,1,0,0.7565938206480783,0,0.25,1.0,0,3,-311,Matt McLain,draftkings,-203,152,2026-04-30T15:25:12.465094+00:00,0.1293001362382647,True,12:40 PM ET
2026-04-30,823634,696285,Jacob Young,WSH,NYM,A,9,True,,3.8,R,R,0,1,1,0,0.746268656716418,0,0.14285714285714285,1.0,0,3,-294,Jacob Young,draftkings,-112,-118,2026-04-30T15:25:12.465094+00:00,0.4125799573560769,True,1:10 PM ET
2026-04-30,823634,695734,Daylen Lile,WSH,NYM,A,3,True,,4.4,L,R,1,1,1,0,0.8418079096045198,0,0.19047619047619047,1.0,0,3,-532,Daylen Lile,draftkings,-161,121,2026-04-30T15:25:12.465094+00:00,0.364669965259501,True,1:10 PM ET
2026-04-30,823634,695578,James Wood,WSH,NYM,A,1,True,,4.6,L,R,1,1,1,0,0.8075040783034257,0,0.19047619047619047,1.0,0,3,-419,James Wood,draftkings,-153,115,2026-04-30T15:25:12.465094+00:00,0.33528452163899813,True,1:10 PM ET
2026-04-30,823634,678391,Jorbit Vivas,WSH,NYM,A,6,True,,4.1,L,R,1,1,1,0,0.6679160419790104,0,0.25,1.0,0,3,-201,Jorbit Vivas,draftkings,-108,-122,2026-04-30T15:25:12.465094+00:00,0.2863568215892053,True,1:10 PM ET
2026-04-30,823634,686452,Drew Millas,WSH,NYM,A,8,True,,3.9,L,R,1,1,1,0,0.6679160419790104,0,0.11764705882352941,1.0,0,3,-201,Drew Millas,draftkings,-114,-116,2026-04-30T15:25:12.465094+00:00,0.2538073068728792,True,1:10 PM ET
2026-04-30,823634,682928,CJ Abrams,WSH,NYM,A,4,True,,4.3,L,R,1,1,1,0,0.7565938206480783,0,0.2631578947368421,1.0,0,3,-311,CJ Abrams,draftkings,-164,123,2026-04-30T15:25:12.465094+00:00,0.2179315161651993,True,1:10 PM ET
2026-04-30,823634,677588,José Tena,WSH,NYM,A,5,True,,4.2,L,R,1,1,1,0,0.6679160419790104,0,0.09090909090909091,1.0,0,3,-201,Jose Tena,draftkings,-134,101,2026-04-30T15:25:12.465094+00:00,0.16636084942603319,True,1:10 PM ET
2026-04-30,823634,671277,Luis García Jr.,WSH,NYM,A,2,True,,4.5,L,R,1,1,1,0,0.7565938206480783,0,0.2222222222222222,1.0,0,3,-311,Luis Garcia Jr.,draftkings,-205,153,2026-04-30T15:25:12.465094+00:00,0.12566397706177507,True,1:10 PM ET
2026-04-30,823634,677595,Ronny Mauricio,NYM,WSH,H,9,True,,3.75,L,R,1,1,1,0,0.6638297872340425,0,0.19047619047619047,1.0,0,3,-197,Ronny Mauricio,draftkings,-144,109,2026-04-30T15:25:12.465094+00:00,0.1248226950354609,True,1:10 PM ET
2026-04-30,823795,669003,Garrett Mitchell,MIL,AZ,H,1,True,,4.55,L,R,1,1,1,0,0.9,0,0.125,1.0,0,3,-900,Garrett Mitchell,draftkings,-132,-101,2026-04-30T15:25:12.465094+00:00,0.5818181818181819,True,1:40 PM ET
2026-04-30,823795,641343,Jake Bauers,MIL,AZ,H,4,True,,4.25,L,R,1,1,1,0,0.8418079096045198,1,0.3333333333333333,2.0,0,3,-532,Jake Bauers,draftkings,-135,102,2026-04-30T15:25:12.465094+00:00,0.4653693241263863,True,1:40 PM ET
2026-04-30,823795,675659,Greg Jones,MIL,AZ,H,8,True,,3.85,L,R,1,1,1,0,0.6875,0,0.06666666666666667,1.0,0,3,-220,Greg Jones,draftkings,-104,-127,2026-04-30T15:25:12.465094+00:00,0.3485576923076923,True,1:40 PM ET
2026-04-30,823795,668930,Brice Turang,MIL,AZ,H,2,True,,4.45,L,R,1,1,1,0,0.9,0,0.22727272727272727,1.0,0,3,-900,Brice Turang,draftkings,-202,150,2026-04-30T15:25:12.465094+00:00,0.3455445544554456,True,1:40 PM ET
2026-04-30,823795,672012,Tyler Black,MIL,AZ,H,5,True,,4.15,L,R,1,1,1,0,0.7565938206480783,1,0.3125,2.0,0,3,-311,Tyler Black,draftkings,-135,102,2026-04-30T15:25:12.465094+00:00,0.317033687794803,True,1:40 PM ET
2026-04-30,823795,686217,Sal Frelick,MIL,AZ,H,7,True,,3.95,L,R,1,1,1,0,0.746268656716418,0,0.3,1.0,0,3,-294,Sal Frelick,draftkings,-134,101,2026-04-30T15:25:12.465094+00:00,0.3031855647137448,True,1:40 PM ET
2026-04-30,823795,650859,Luis Rengifo,MIL,AZ,H,6,True,,4.05,L,R,1,1,1,0,0.8075040783034257,0,0.1875,1.0,0,3,-419,Luis Rengifo,draftkings,-188,140,2026-04-30T15:25:12.465094+00:00,0.23702752420950324,True,1:40 PM ET
2026-04-30,823795,666152,David Hamilton,MIL,AZ,H,9,True,,3.75,L,R,1,1,1,0,0.6638297872340425,0,0.2777777777777778,1.0,0,3,-197,David Hamilton,draftkings,-134,101,2026-04-30T15:25:12.465094+00:00,0.15922515084153693,True,1:40 PM ET
2026-04-30,823795,661388,William Contreras,MIL,AZ,H,3,True,,4.35,R,R,0,0,1,0,0.7565938206480783,0,0.16,1.0,0,3,-311,William Contreras,draftkings,-207,154,2026-04-30T15:25:12.465094+00:00,0.12209808183072485,True,1:40 PM ET
2026-04-30,825016,701762,Nick Kurtz,ATH,KC,H,1,False,1.0,4.55,L,L,0,0,1,0,0.8418079096045198,0,0.2916666666666667,1.0,0,2,-532,Nick Kurtz,draftkings,-188,141,2026-04-30T15:25:12.465094+00:00,0.289578074287775,True,3:05 PM ET
2026-04-30,825016,643446,Jeff McNeil,ATH,KC,H,6,False,0.9090909090909091,4.05,L,L,0,0,1,0,0.8075040783034257,1,0.4,2.0,0,2,-419,Jeff McNeil,draftkings,-180,134,2026-04-30T15:25:12.465094+00:00,0.2561174551386623,True,3:05 PM ET
2026-04-30,825016,691016,Tyler Soderstrom,ATH,KC,H,4,False,0.9090909090909091,4.25,L,L,0,0,1,0,0.7565938206480783,0,0.2608695652173913,1.0,0,2,-311,Tyler Soderstrom,draftkings,-205,153,2026-04-30T15:25:12.465094+00:00,0.12566397706177507,True,3:05 PM ET
2026-04-30,823714,672960,Kazuma Okamoto,TOR,MIN,A,7,False,1.0,4.0,R,R,0,1,1,0,0.7467545207748587,0,0.3,1.0,0,10,-295,Kazuma Okamoto,draftkings,-161,121,2026-04-30T15:25:12.465094+00:00,0.21057720448595102,True,7:40 PM ET
2026-04-30,823714,660821,Jesús Sánchez,TOR,MIN,A,4,False,1.0,4.3,L,R,1,1,1,0,0.7663551401869159,0,0.25,1.0,0,10,-328,Jesus Sanchez,draftkings,-179,134,2026-04-30T15:25:12.465094+00:00,0.1944865034198297,True,7:40 PM ET
2026-04-30,823714,676391,Ernie Clement,TOR,MIN,A,2,False,1.0,4.5,R,R,0,1,1,0,0.825,0,0.21739130434782608,1.0,0,10,-471,Ernie Clement,draftkings,-237,175,2026-04-30T15:25:12.465094+00:00,0.17310126582278473,True,7:40 PM ET
2026-04-30,823714,663616,Trevor Larnach,MIN,TOR,H,2,False,0.9166666666666666,4.45,L,R,1,1,1,0,0.7565938206480783,0,0.2916666666666667,1.0,0,7,-311,Trevor Larnach,draftkings,-190,142,2026-04-30T15:25:12.465094+00:00,0.1548010946733827,True,7:40 PM ET
2026-04-30,823714,662139,Daulton Varsho,TOR,MIN,A,6,False,0.8461538461538461,4.1,L,R,1,1,1,0,0.746268656716418,0,0.1111111111111111,1.0,0,10,-294,Daulton Varsho,draftkings,-188,141,2026-04-30T15:25:12.465094+00:00,0.14322006986344876,True,7:40 PM ET
