date,game_pk,player_id,player_name_x,team,opponent,home_away,lineup_spot,lineup_confirmed,start_rate,exp_pa,batter_hand,pitcher_hand,platoon_advantage,platoon_or_away,pitcher_features_known,pitcher_low_sample,p_model,hot_streak,hot_streak_avg,recommended_units,opp_grind,opp_consec_games,fair_american,player_name_y,book,over_price,under_price,fetched_at,edge,filter_e_pass,first_pitch_et
2026-05-01,824287,663330,Jahmai Jones,DET,TEX,H,1,False,0.9230769230769231,4.55,R,L,1,1,1,0,0.8418079096045198,0,0.09090909090909091,1.0,0,1,-532,Jahmai Jones,draftkings,-130,-102,2026-05-01T18:16:34.203295+00:00,0.4893524554541504,True,6:40 PM ET
2026-05-01,824287,805808,Kevin McGonigle,DET,TEX,H,1,False,0.9230769230769231,4.55,L,L,0,0,1,0,0.8418079096045198,1,0.36363636363636365,2.0,0,1,-532,Kevin McGonigle,draftkings,-178,133,2026-05-01T18:16:34.203295+00:00,0.3147337015171714,True,6:40 PM ET
2026-05-01,824287,682985,Riley Greene,DET,TEX,H,4,False,1.0,4.25,L,L,0,0,1,0,0.7565938206480783,0,0.2608695652173913,1.0,0,1,-311,Riley Greene,draftkings,-144,108,2026-05-01T18:16:34.203295+00:00,0.2820061960981327,True,6:40 PM ET
2026-05-01,824287,693307,Dillon Dingler,DET,TEX,H,5,False,0.8461538461538461,4.15,R,L,1,1,1,0,0.8075040783034257,0,0.19047619047619047,1.0,0,1,-419,Dillon Dingler,draftkings,-177,132,2026-05-01T18:16:34.203295+00:00,0.2637210716951917,True,6:40 PM ET
2026-05-01,824287,694497,Evan Carter,TEX,DET,A,6,False,1.0,4.1,L,R,1,1,1,0,0.6875,0,0.0625,1.0,0,4,-220,Evan Carter,draftkings,-124,-107,2026-05-01T18:16:34.203295+00:00,0.24193548387096775,True,6:40 PM ET
2026-05-01,824287,592626,Joc Pederson,TEX,DET,A,2,False,1.0,4.5,L,R,1,1,1,0,0.6638297872340425,0,0.1875,1.0,0,4,-197,Joc Pederson,draftkings,-122,-109,2026-05-01T18:16:34.203295+00:00,0.20795256365538883,True,6:40 PM ET
2026-05-01,824287,669701,Josh Smith,TEX,DET,A,8,False,0.8333333333333334,3.9,L,R,1,1,1,0,0.6679160419790104,0,0.1875,1.0,0,4,-201,Josh Smith,draftkings,-124,-107,2026-05-01T18:16:34.203295+00:00,0.20655801131692209,True,6:40 PM ET
2026-05-01,824287,650402,Gleyber Torres,DET,TEX,H,2,False,0.9230769230769231,4.45,R,L,1,1,1,0,0.7565938206480783,0,0.2857142857142857,1.0,0,1,-311,Gleyber Torres,draftkings,-169,127,2026-05-01T18:16:34.203295+00:00,0.20428247191913063,True,6:40 PM ET
2026-05-01,824287,607043,Brandon Nimmo,TEX,DET,A,1,False,1.0,4.6,L,R,1,1,1,0,0.8075040783034257,0,0.22727272727272727,1.0,0,4,-419,Brandon Nimmo,draftkings,-205,153,2026-05-01T18:16:34.203295+00:00,0.2014085067441212,True,6:40 PM ET
2026-05-01,824287,679529,Spencer Torkelson,DET,TEX,H,7,False,1.0,3.95,R,L,1,1,1,0,0.6702508960573477,1,0.34782608695652173,2.0,0,1,-203,Spencer Torkelson,draftkings,-137,103,2026-05-01T18:16:34.203295+00:00,0.15948512675614157,True,6:40 PM ET
2026-05-01,824287,608369,Corey Seager,TEX,DET,A,3,False,1.0,4.4,L,R,1,1,1,0,0.7565938206480783,0,0.20833333333333334,1.0,0,4,-311,Corey Seager,draftkings,-194,145,2026-05-01T18:16:34.203295+00:00,0.146590635415129,True,6:40 PM ET
2026-05-01,823389,665833,Oneil Cruz,PIT,CIN,H,1,False,0.8461538461538461,4.55,L,R,1,1,1,0,0.9,0,0.14814814814814814,1.0,0,4,-900,Oneil Cruz,draftkings,-213,158,2026-05-01T18:16:34.203295+00:00,0.32253521126760565,True,6:45 PM ET
2026-05-01,822744,695578,James Wood,WSH,MIL,H,1,False,1.0,4.55,L,R,1,1,1,0,0.7565938206480783,0,0.15,1.0,0,4,-311,James Wood,draftkings,-143,108,2026-05-01T18:16:34.203295+00:00,0.28568040851386733,True,6:45 PM ET
2026-05-01,823389,668804,Bryan Reynolds,PIT,CIN,H,3,False,1.0,4.35,L,R,1,1,1,0,0.8418079096045198,0,0.25,1.0,0,4,-532,Bryan Reynolds,draftkings,-206,153,2026-05-01T18:16:34.203295+00:00,0.2504525259173935,True,6:45 PM ET
2026-05-01,823389,542303,Marcell Ozuna,PIT,CIN,H,4,False,0.9230769230769231,4.25,R,R,0,0,1,0,0.7565938206480783,0,0.10526315789473684,1.0,0,4,-311,Marcell Ozuna,draftkings,-163,122,2026-05-01T18:16:34.203295+00:00,0.22076180877573376,True,6:45 PM ET
2026-05-01,822744,695734,Daylen Lile,WSH,MIL,H,5,False,0.9230769230769231,4.15,L,R,1,1,1,0,0.7560975609756098,0,0.08695652173913043,1.0,0,4,-310,Daylen Lile,draftkings,-173,130,2026-05-01T18:16:34.203295+00:00,0.1931481742563091,True,6:45 PM ET
2026-05-01,822744,641343,Jake Bauers,MIL,WSH,A,3,False,0.9166666666666666,4.4,L,R,1,1,1,0,0.8075040783034257,1,0.3333333333333333,2.0,0,4,-419,Jake Bauers,draftkings,-222,164,2026-05-01T18:16:34.203295+00:00,0.17124465411577966,True,6:45 PM ET
2026-05-01,823389,687462,Spencer Horwitz,PIT,CIN,H,7,False,0.9230769230769231,3.95,L,R,1,1,1,0,0.6702508960573477,0,0.21052631578947367,1.0,0,4,-203,Spencer Horwitz,draftkings,-141,106,2026-05-01T18:16:34.203295+00:00,0.1456061414880907,True,6:45 PM ET
2026-05-01,822744,669003,Garrett Mitchell,MIL,WSH,A,5,False,1.0,4.2,L,R,1,1,1,0,0.7565938206480783,0,0.21052631578947367,1.0,0,4,-311,Garrett Mitchell,draftkings,-195,145,2026-05-01T18:16:34.203295+00:00,0.14459065174965696,True,6:45 PM ET
2026-05-01,822744,671277,Luis García Jr.,WSH,MIL,H,2,False,0.9230769230769231,4.45,L,R,1,1,1,0,0.7422680412371134,0,0.25,1.0,0,4,-288,Luis Garcia Jr.,draftkings,-189,141,2026-05-01T18:16:34.203295+00:00,0.13500245459008348,True,6:45 PM ET
2026-05-01,823557,687637,Dylan Beavers,BAL,NYY,A,3,False,0.8333333333333334,4.4,L,R,1,1,1,0,0.7565938206480783,0,0.2727272727272727,1.0,0,1,-311,Dylan Beavers,draftkings,-141,106,2026-05-01T18:16:34.203295+00:00,0.2931851828098361,True,7:05 PM ET
2026-05-01,823557,621493,Taylor Ward,BAL,NYY,A,2,False,1.0,4.5,R,R,0,1,1,0,0.8075040783034257,1,0.4375,2.0,0,1,-419,Taylor Ward,draftkings,-171,129,2026-05-01T18:16:34.203295+00:00,0.2797286854984115,True,7:05 PM ET
2026-05-01,823557,624413,Pete Alonso,BAL,NYY,A,4,False,1.0,4.3,R,R,0,1,1,0,0.8075040783034257,0,0.13636363636363635,1.0,0,1,-419,Pete Alonso,draftkings,-182,137,2026-05-01T18:16:34.203295+00:00,0.25118763781080256,True,7:05 PM ET
2026-05-01,823557,683002,Gunnar Henderson,BAL,NYY,A,1,False,1.0,4.6,L,R,1,1,1,0,0.8075040783034257,1,0.32,2.0,0,1,-419,Gunnar Henderson,draftkings,-209,155,2026-05-01T18:16:34.203295+00:00,0.19386966600841415,True,7:05 PM ET
2026-05-01,823877,656941,Kyle Schwarber,PHI,MIA,A,2,False,1.0,4.5,L,R,1,1,1,0,0.7565938206480783,1,0.35,2.0,0,1,-311,Kyle Schwarber,draftkings,-138,104,2026-05-01T18:16:34.203295+00:00,0.30485021242204813,True,7:10 PM ET
2026-05-01,822990,642715,Willy Adames,SF,TB,A,1,False,0.9166666666666666,4.6,R,L,1,1,1,0,0.7564456539246434,0,0.04,1.0,0,1,-311,Willy Adames,draftkings,-139,105,2026-05-01T18:16:34.203295+00:00,0.3006511603452501,True,7:10 PM ET
2026-05-01,823877,669016,Brandon Marsh,PHI,MIA,A,5,False,0.8461538461538461,4.2,L,R,1,1,1,0,0.7565938206480783,1,0.3157894736842105,2.0,0,1,-311,Brandon Marsh,draftkings,-163,123,2026-05-01T18:16:34.203295+00:00,0.22076180877573376,True,7:10 PM ET
2026-05-01,822990,656305,Matt Chapman,SF,TB,A,3,False,1.0,4.4,R,L,1,1,1,0,0.7475728155339806,0,0.2,1.0,0,1,-296,Matt Chapman,draftkings,-165,124,2026-05-01T18:16:34.203295+00:00,0.20064724919093851,True,7:10 PM ET
2026-05-01,823877,547180,Bryce Harper,PHI,MIA,A,3,False,1.0,4.4,L,R,1,1,1,0,0.8075040783034257,0,0.2727272727272727,1.0,0,1,-419,Bryce Harper,draftkings,-210,156,2026-05-01T18:16:34.203295+00:00,0.1920298298764856,True,7:10 PM ET
2026-05-01,822990,808982,Jung Hoo Lee,SF,TB,A,6,False,1.0,4.1,L,L,0,1,1,0,0.7560975609756098,1,0.4583333333333333,2.0,0,1,-310,Jung Hoo Lee,draftkings,-177,133,2026-05-01T18:16:34.203295+00:00,0.18327132423866616,True,7:10 PM ET
2026-05-01,822990,670764,Taylor Walls,TB,SF,H,9,False,0.8333333333333334,3.75,L,L,0,0,1,0,0.5618374558303887,0,0.14285714285714285,1.0,0,2,-128,Taylor Walls,draftkings,102,-136,2026-05-01T18:16:34.203295+00:00,0.13491166077738515,True,7:10 PM ET
